Iteration 52224, Policy Loss: 8.8577, Value Loss: 2697.6170, Entropy Bonus: 1.2992, Failures: 43, Successes: 0
Iteration 53248, Policy Loss: 8.4990, Value Loss: 3189.7040, Entropy Bonus: 1.2953, Failures: 29, Successes: 0
Iteration 54272, Policy Loss: 15.0940, Value Loss: 9484.2305, Entropy Bonus: 1.3003, Failures: 72, Successes: 0
Iteration 55296, Policy Loss: 13.7057, Value Loss: 7288.7068, Entropy Bonus: 1.3004, Failures: 63, Successes: 0
Iteration 56320, Policy Loss: 12.8278, Value Loss: 6769.7541, Entropy Bonus: 1.3050, Failures: 56, Successes: 0
Iteration 57344, Policy Loss: 9.9628, Value Loss: 3700.9033, Entropy Bonus: 1.2960, Failures: 35, Successes: 0
Iteration 58368, Policy Loss: 6.4029, Value Loss: 1622.3104, Entropy Bonus: 1.2982, Failures: 13, Successes: 0
Iteration 59392, Policy Loss: 7.6429, Value Loss: 2558.5725, Entropy Bonus: 1.2893, Failures: 19, Successes: 0
Iteration 60416, Policy Loss: 7.7139, Value Loss: 2454.7446, Entropy Bonus: 1.2942, Failures: 29, Successes: 0
Iteration 61440, Policy Loss: 5.0626, Value Loss: 1649.5803, Entropy Bonus: 1.2892, Failures: 16, Successes: 0
Evaluation at iteration 61440: Average Return: -170.5531
Iteration 62464, Policy Loss: 12.6320, Value Loss: 6753.8903, Entropy Bonus: 1.3034, Failures: 60, Successes: 0
Iteration 63488, Policy Loss: 21.1807, Value Loss: 15263.9598, Entropy Bonus: 1.3129, Failures: 115, Successes: 0
Iteration 64512, Policy Loss: 14.7312, Value Loss: 7446.4391, Entropy Bonus: 1.3089, Failures: 78, Successes: 0
Iteration 65536, Policy Loss: 6.6611, Value Loss: 1928.8196, Entropy Bonus: 1.2870, Failures: 20, Successes: 0
Iteration 66560, Policy Loss: 19.3486, Value Loss: 15818.5762, Entropy Bonus: 1.3081, Failures: 99, Successes: 0
Iteration 67584, Policy Loss: 4.6506, Value Loss: 1207.8418, Entropy Bonus: 1.2902, Failures: 17, Successes: 0
Iteration 68608, Policy Loss: 8.4452, Value Loss: 3018.8392, Entropy Bonus: 1.2978, Failures: 39, Successes: 0
Iteration 69632, Policy Loss: 8.7835, Value Loss: 4309.9504, Entropy Bonus: 1.2978, Failures: 42, Successes: 0
Iteration 70656, Policy Loss: 7.5157, Value Loss: 2708.1708, Entropy Bonus: 1.2917, Failures: 39, Successes: 0
Iteration 71680, Policy Loss: 8.8465, Value Loss: 4938.4056, Entropy Bonus: 1.2957, Failures: 40, Successes: 0
Evaluation at iteration 71680: Average Return: -92.5031
Iteration 72704, Policy Loss: 4.3870, Value Loss: 588.5055, Entropy Bonus: 1.2878, Failures: 6, Successes: 0
Iteration 73728, Policy Loss: 11.0893, Value Loss: 4335.7372, Entropy Bonus: 1.3012, Failures: 35, Successes: 0
Iteration 74752, Policy Loss: 16.1815, Value Loss: 10668.3776, Entropy Bonus: 1.3058, Failures: 85, Successes: 0
Iteration 75776, Policy Loss: 3.8525, Value Loss: 679.0171, Entropy Bonus: 1.2862, Failures: 5, Successes: 0
Iteration 76800, Policy Loss: 9.9978, Value Loss: 4181.4736, Entropy Bonus: 1.2964, Failures: 36, Successes: 0
Iteration 77824, Policy Loss: 17.4111, Value Loss: 10584.3068, Entropy Bonus: 1.3111, Failures: 88, Successes: 0
Iteration 78848, Policy Loss: 4.0142, Value Loss: 567.7756, Entropy Bonus: 1.2812, Failures: 0, Successes: 0
Iteration 79872, Policy Loss: 4.2028, Value Loss: 851.1478, Entropy Bonus: 1.2858, Failures: 11, Successes: 0
